,id,text,label,pos,bias_type,quote,aim
1699,1699,Trump lawyer Rudy Giuliani on Friday also praised Mueller s office for correcting the Buzzfeed false story and asked the press to take heed that their hysterical desire to destroy this President has gone too far ,1,desire to destroy this President has gone too far,inf,yes,ind_pro
1700,1700,Trump himself said Friday evening that the controversy was a very sad day for journalism but a great day for our country ,1,"“a very sad day for journalism, but a great day for our country.”",inf,yes,ind_pro
1701,1701, We stand by our reporting and the sources who informed it and we urge the Special Counsel to make clear what he s disputing Mr Smith said on Twitter ,1,we urge the Special Counsel to make clear what he’s disputing,inf,yes,dir
1702,1702,That truthfulness was a departure from Mr Cohen s pattern of deception throughout his professional life according to a separate sentencing memo by federal prosecutors in New York filed at the same time as Mr Mueller s ,1,That truthfulness was a departure from Mr. Cohen’s pattern of deception throughout his professional life,inf,no,dir
1703,1703,Driven by greed they said he repeatedly used his power and influence for deceptive ends ,1,"Driven by greed, they said, he “repeatedly used his power and influence for deceptive ends.”",inf,no,dir
1704,1704,Both the White House and lawyers for Mr Trump vigorously denied the BuzzFeed report even before the special counsel s office weighed in ,1,vigorously,lex,no,dir
1705,1705,The president himself responded on Twitter late Friday calling the special counsel s statement a very sad day for journalism but a great day for our Country ,1,"“a very sad day for journalism, but a great day for our Country!”",inf,yes,dir
1706,1706,He said he took full responsibility for his crimes but said he acted out of blind loyalty to Mr Trump who he said led me to choose a path of darkness over light ,1,“led me to choose a path of darkness over light.”,inf,yes,dir
1707,1707,Peter Carr a spokesman for the special counsel told BuzzFeed that its description of statements to Mueller s office as well as the characterization of documents and testimony the office obtained was inaccurate ,1,“description”,lex,no,ind_general
1708,1708,Peter Carr a spokesman for the special counsel told BuzzFeed that its description of statements to Mueller s office as well as the characterization of documents and testimony the office obtained was inaccurate ,1,“characterization”,lex,no,ind_general
1709,1709,Feinstein is a ranking member of the Senate Judiciary Committee ,1,Feinstein is a ranking member of the Senate Judiciary Committee.,inf,no,ind_anti
1710,1710,Trump has maintained he is innocent and on Friday accused Cohen of lying to the special counsel in order to reduce his jail time ,1,Cohen of lying to the special counsel in order to reduce his jail time,inf,no,dir
1711,1711,A short letter from Trump s hand picked Attorney General is not sufficient Sen Kamala Harris of California wrote on Twitter Sunday ,1,A short letter from Trump's hand-picked Attorney General is not sufficient,inf,yes,dir
1712,1712,The public deserves answers now our democracy depends on it ,1,our democracy depends on it,inf,yes,dir
1713,1713,And on Saturday one day before Attorney General William Barr released a short summary of Mueller s findings former Texas Rep Beto O Rourke charged on the campaign trail in South Carolina that you have a president who in my opinion beyond the shadow of a doubt sought to however ham handedly collude with the Russian government a foreign power to undermine and influence our elections ,1,ham-handedly,lex,yes,dir
1714,1714,And on Saturday one day before Attorney General William Barr released a short summary of Mueller s findings former Texas Rep Beto O Rourke charged on the campaign trail in South Carolina that you have a president who in my opinion beyond the shadow of a doubt sought to however ham handedly collude with the Russian government a foreign power to undermine and influence our elections ,1,"“have a president, who in my opinion beyond the shadow of a doubt, sought to, however ham-handedly, collude with the Russian government ― a foreign power ― to undermine and influence our elections.”",inf,yes,dir
1715,1715,He did not comment at length on Sunday but did say at a campaign stop in Las Vegas that Trump is one of the most racist and uncivil presidents we have ever had ,1,“one of the most racist and uncivil presidents we have ever had.”,inf,yes,dir
1716,1716,Democrats want access to special counsel Robert Mueller s investigation into Russian interference in the 2016 presidential election before President Donald Trump has a chance to interfere ,1,before President Donald Trump has a chance to interfere,inf,no,dir
1717,1717,Any attempt by the Trump Administration to cover up the results of this investigation into Russia s attack on our democracy would be unacceptable ,1,Any attempt by the Trump Administration to cover up the results of this investigation into Russia’s attack on our democracy would be unacceptable.”,inf,yes,ind_pro
1718,1718, Attorney General Barr must not give President Trump his lawyers or his staff any sneak preview of Special Counsel Mueller s findings or evidence and the White House must not be allowed to interfere in decisions about what parts of those findings or evidence are made public the joint statement said ,1,‘sneak preview’,lex,yes,dir
1719,1719,Trump s camp wasn t champing at the bit ,1,champing at the bit,lex,no,dir
1720,1720,No voters brought up the Mueller report to Mr O Rourke as he spoke to them Friday ,1,No voters brought up the Mueller report to Mr. O’Rourke as he spoke to them Friday.,inf,no,ind_pro
1721,1721,Indeed in the hours after the announcement of the report Democratic candidates reacted over Twitter or in remarks at events rather than in back and forth conversations with voters ,1,"Indeed, in the hours after the announcement of the report, Democratic candidates reacted over Twitter or in remarks at events rather than in back-and-forth conversations with voters.",inf,no,dir
