id,text,label,label_multiclass
11621,As secretary of the Department of Energy under former President Bill Clinton I created reserves of home heating oil ,0,0
11622,Twenty five states have lower unemployment than Texas which is tied with Mississippi for more minimum wage jobs than anywhere in the United States ,0,0
11623,Of the 20 bills Rep David Cicilline has sponsored in his three years in office not a single one has advanced past the embryonic committee stage ,0,2
11624,Says Donald Trump has said he loves war including with nukes ,0,2
11625,Any state tax law has to start in the House and the renewal of the state hospital bed tax this year started in the Senate which is unconstitutional ,0,3
11626,Every child born today inherits a 30 000 share in a national debt that stands at more than 13 trillion ,0,1
11627,A strong bipartisan majority in the House of Representatives voted to defund Obamacare ,1,4
11628,Proximity to high voltage power lines lowers property values by as much as 30 percent ,0,2
11629,What the facts say is the best scenario for kids is a loving mom and dad ,1,4
11630,Says Mark Neumann Nancy Pelosi,1,4
11631,To hear Gov Christie tell it everything in New Jersey is going just fine Well I see another New Jersey with 400 000 unemployed One of the worst jobless rates in the country Working and middle class families have seen costs soar from property taxes to college tuition ,0,2
11632,Says delegates cant legally change the Republican National Convention rules to prevent Donald Trumps nomination ,0,3
11633,Rebuilding three high schools will benefit 40 percent of Portland Public School students ,1,5
11634,Proposition 2 on Novembers Texas ballot does not cost state taxpayers any money ,0,2
11635,Providence has the lowest crime rate in three decades ,0,0
11636,On banning earmarks ,1,4
11637,Says hes taken an 8 pay decrease in each of the nine years he has been in office ,0,2
11638,1 percent of Americans are millionaires 47 percent of House Reps are millionaires 56 percent of Senators are millionaires ,0,2
11639,The decision for the United States to buy heavy water from Iran will directly subsidize Irans nuclear program ,0,3
11640,The Texas Department of Transportation misplaced a billion dollars ,0,1
11641,A judges order means theres a Constitution exemption zone if you live within 100 miles of the United States border ,1,4
11642,Pepper kicked off a jock tax imposing a levy on the sports and entertainment industry ,0,0
11643,Mitch McConnell opposed legislation to create and protect Kentucky jobs help for the unemployed health care for Kentucky s children and fair pay for women ,0,3
11644,Under Mayor Tom Barrett the number of Milwaukee police officers has not increased ,0,0
11645,Taxpayers subsidize 80 percent of each MARTA trip,0,3
11646,President Obama Sen Harry Reid and Rep Nancy Pelosi passed a 1 2 trillion stimulus bill ,1,5
11647,Says Milken Institute rated San Antonio as nations top performing local economy ,0,0
11648,Says people in Africa literally walk two and three hundred miles in order to vote ,1,5
11649,Before World War II very few people actually had health insurance ,0,0
11650,Half of children struck by cars near schools are hit by parents driving children to school ,1,4
11651,Citizens Property Insurance has over 500 billion worth of risk with less than 10 billion worth of surplus ,0,3
11652,Tom Leppert pledged to make Dallas a sanctuary city for illegal immigrants ,0,3
11653,Putting three Republicans in my Cabinet is unprecedented ,0,0
11654,When Atlanta Police Chief George Turner was interim head of the department overall crime fell 14 percent and violent crime dropped 22 7 percent ,0,3
11655,From 1980 to 1990 the top 1 percent saw their income go up by roughly 80 percent while the median wage in the country over the same 10 years went up 3 percent ,0,1
11656,I am very proud as governor of Florida that we signed the first divestment act as it relates to Iran divesting any investments in companies that would invest in Iran ,0,0
11657,As a result of climate change ice fishermen in Wisconsin are already noticing fewer days they can be out on our ice covered lakes ,0,0
11658,Muslim nations did not call out the people who celebrated the 9 11 attacks ,0,2
11659,Says Donald Trump said of women And you can tell them to go f themselves ,1,5
11660,The Taliban has been there for years and years I mean hundreds of thousands of years ,1,5
11661,Iran President Hassan Rouhani has more Cabinet members with Ph D s from American universities than members of Barack Obamas Cabinet ,0,0
11662,The words subhuman mongrel which Ted Nugent called President Barack Obama were used by the Nazis to justify the genocide of the Jewish community ,0,0
11663, Barack Obama says hes going to reduce the long term debt and deficit by 4 trillion doesnt say how hes going to do it ,1,5
11664,Birth control pioneer Margaret Sanger wasan active participant in the Ku Klux Klan ,1,4
11665,Says President Obama and his National Labor Relations Board sued Boeing over its decision to open a plant in South Carolina ,0,2
11666,Says U S Sen Ron Johnson led the fight to let polluters release unlimited amounts of carbon pollution and took nearly 225 000 from polluters ,0,1
11667,Orrin Hatch co sponsored a 1993 health care bill that had an individual mandate ,0,0
11668,More student athletes graduate than the students who arent student athletes ,0,2
11669,U S Rep Lloyd Doggett is the most liberal man in the United States Congress ,1,4
11670,Its entirely possible that the Democratic nominee Hillary Clinton earned more money giving a single speech on Wall Street than I made the six years that I was there back in the 1980s In fact its quite likely ,0,3
11671,Says Mitt Romney flip flopped on an assault weapons ban ,0,2
11672,Says state Senate President Stephen Sweeney gave us the nations highest income tax rates driving out jobs ,1,4
11673,Delaware Democratic Senate candidate Chris Coons thought that a 911 call should be taxed ,0,3
11674,When Tim Kaine was governor spending soared blowing holes in the budget every year ,0,3
11675,President Obama has the lowest public approval ratings of any president in modern times ,1,5
11676,Neville Chamberlain told the British people Accept the Nazis Yes they will dominate the continent of Europe but that is not our problem Lets appease them Why Because it cant be done We cannot possibly stand against them ,0,3
